Date_of_publication,Municipality_name,Total_reported,Deceased
2020-12-13,Goeree-Overflakkee,31,0
2020-12-13,Pijnacker-Nootdorp,45,0
2020-12-13,Nissewaard,34,0
2020-12-13,Krimpenerwaard,33,0
2020-12-13,Hoeksche Waard,30,0
2020-12-13,Molenlanden,34,0
2020-12-14,Alblasserdam,10,0
2020-12-14,Alphen aan den Rijn,72,0
2020-12-14,Barendrecht,19,0
2020-12-14,Brielle,13,0
2020-12-14,Capelle aan den IJssel,36,0
2020-12-14,Delft,39,0
2020-12-14,Dordrecht,62,0
2020-12-14,Gorinchem,15,0
2020-12-14,Gouda,44,0
2020-12-14,'s-Gravenhage,171,0
2020-12-14,Hardinxveld-Giessendam,15,0
2020-12-14,Hellevoetsluis,18,0
2020-12-14,Hendrik-Ido-Ambacht,17,1
2020-12-14,Hillegom,3,0
2020-12-14,Katwijk,44,0
2020-12-14,Krimpen aan den IJssel,22,0
2020-12-14,Leiden,31,0
2020-12-14,Leiderdorp,14,0
2020-12-14,Lisse,11,0
2020-12-14,Maassluis,12,0
2020-12-14,Nieuwkoop,27,0
2020-12-14,Noordwijk,15,0
2020-12-14,Oegstgeest,16,1
2020-12-14,Papendrecht,21,0
2020-12-14,Ridderkerk,20,0
2020-12-14,Rotterdam,250,6
2020-12-14,Rijswijk,21,0
2020-12-14,Schiedam,24,0
2020-12-14,Sliedrecht,37,0
2020-12-14,Albrandswaard,8,0
2020-12-14,Westvoorne,4,0
2020-12-14,Vlaardingen,33,0
2020-12-14,Voorschoten,11,0
2020-12-14,Waddinxveen,12,0
2020-12-14,Wassenaar,7,0
2020-12-14,Zoetermeer,63,0
2020-12-14,Zoeterwoude,4,0
2020-12-14,Zwijndrecht,23,0
2020-12-14,Teylingen,29,0
2020-12-14,Lansingerland,25,0
2020-12-14,Westland,57,0
